fact,explanation,gen_time
"[2, 3, 9, 1, 30, 4, 0, 0, 4, 0, 30, 2, 0, 0, 2, 0, 30, 0, 4, 0, 4, 4, 30, 4, 0, 0, 4, 0, 30, 1, 0, 0, 1, 0, -27, 3, 0, 279]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.0009975433349609375
"[2, 3, 8, 1, 30, 7, 0, 0, 7, 4, 30, 2, 0, 0, 2, 0, 30, 1, 6, 0, 7, 6, 30, 7, 0, 0, 7, 5, 30, 3, 0, 0, 3, 0, -27, 3, 0, 259]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.001994609832763672
"[2, 3, 32, 0, 30, 7, 2, 0, 9, 6, 30, 2, 0, 0, 2, 0, 30, 6, 3, 0, 9, 2, 30, 6, 3, 0, 9, 0, 30, 2, 0, 0, 2, 1, -15, 3, 1, 979]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0010313987731933594
"[2, 2, 19, 1, 30, 8, 5, 0, 13, 0, 30, 3, 5, 0, 8, 0, 30, 4, 9, 0, 13, 2, 30, 6, 7, 0, 13, 0, 30, 6, 3, 0, 9, 1, -15, 3, 1, 599]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.001996755599975586
"[2, 0, 27, 4, 30, 5, 0, 0, 5, 5, 30, 0, 0, 0, 0, 0, 30, 1, 4, 0, 5, 0, 30, 3, 2, 0, 5, 0, 30, 1, 3, 0, 4, 1, -15, 3, 1, 819]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0009970664978027344
"[2, 2, 9, 3, 30, 8, 3, 0, 11, 0, 30, 6, 0, 0, 6, 1, 30, 3, 8, 0, 11, 5, 30, 9, 2, 0, 11, 0, 30, 3, 1, 0, 4, 0, -27, 3, 0, 299]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.0009968280792236328
"[2, 0, 24, 0, 30, 6, 0, 0, 6, 4, 30, 3, 1, 0, 4, 0, 30, 1, 5, 0, 6, 9, 30, 6, 0, 0, 6, 0, 30, 1, 3, 0, 4, 1, -15, 3, 1, 739]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0020248889923095703
"[2, 4, 21, 1, 30, 2, 1, 0, 3, 5, 30, 2, 0, 0, 2, 0, 30, 2, 1, 0, 3, 2, 30, 0, 3, 0, 3, 0, 30, 1, 0, 0, 1, 1, -15, 3, 1, 639]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.001996278762817383
"[2, 0, 5, 0, 30, 0, 5, 0, 5, 3, 30, 0, 4, 0, 4, 0, 30, 0, 5, 0, 5, 1, 30, 2, 3, 0, 5, 0, 30, 0, 2, 0, 2, 0, -27, 3, 0, 159]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.000997304916381836
"[2, 0, 37, 2, 30, 6, 5, 0, 11, 4, 30, 7, 1, 0, 8, 0, 30, 1, 10, 0, 11, 0, 30, 5, 6, 0, 11, 13, 30, 6, 0, 0, 6, 1, -15, 3, 1, 1139]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0010311603546142578
"[2, 0, 7, 0, 30, 0, 4, 0, 4, 8, 30, 2, 0, 0, 2, 0, 30, 1, 3, 0, 4, 4, 30, 0, 4, 0, 4, 4, 30, 2, 0, 0, 2, 0, -27, 3, 0, 219]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0009989738464355469
"[2, 3, 16, 1, 30, 5, 4, 0, 9, 0, 30, 8, 0, 0, 8, 0, 30, 1, 8, 0, 9, 0, 30, 5, 4, 0, 9, 0, 30, 1, 3, 0, 4, 1, -15, 3, 1, 499]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0009970664978027344
"[2, 2, 39, 0, 30, 2, 9, 0, 11, 5, 30, 6, 0, 0, 6, 0, 30, 4, 7, 0, 11, 0, 30, 2, 9, 0, 11, 12, 30, 5, 0, 0, 5, 1, -15, 3, 1, 1199]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.000997781753540039
"[2, 4, 29, 1, 30, 2, 3, 0, 5, 0, 30, 4, 4, 0, 8, 0, 30, 1, 4, 0, 5, 0, 30, 2, 3, 0, 5, 0, 30, 2, 2, 0, 4, 1, -15, 3, 1, 879]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0009965896606445312
"[2, 0, 37, 2, 30, 7, 4, 0, 11, 5, 30, 8, 0, 0, 8, 0, 30, 1, 10, 0, 11, 0, 30, 8, 3, 0, 11, 5, 30, 6, 0, 0, 6, 1, -15, 3, 1, 1139]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.001994609832763672
"[2, 0, 37, 2, 30, 6, 5, 0, 11, 4, 30, 8, 0, 0, 8, 0, 30, 1, 10, 0, 11, 0, 30, 5, 6, 0, 11, 12, 30, 6, 0, 0, 6, 1, -15, 3, 1, 1139]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.00099945068359375
"[2, 4, 15, 0, 30, 1, 3, 0, 4, 0, 30, 5, 1, 0, 6, 0, 30, 2, 2, 0, 4, 5, 30, 2, 2, 0, 4, 0, 30, 1, 3, 0, 4, 1, -15, 3, 1, 459]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0009953975677490234
"[2, 3, 6, 0, 30, 7, 2, 0, 9, 3, 30, 2, 0, 0, 2, 0, 30, 2, 7, 0, 9, 2, 30, 7, 2, 0, 9, 1, 30, 5, 0, 0, 5, 0, -27, 3, 0, 199]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.000997304916381836
"[2, 2, 27, 3, 30, 5, 0, 0, 5, 1, 30, 0, 0, 0, 0, 0, 30, 1, 4, 0, 5, 2, 30, 5, 0, 0, 5, 0, 30, 1, 3, 0, 4, 1, -15, 3, 1, 819]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.000997304916381836
"[2, 0, 22, 2, 30, 8, 0, 0, 8, 8, 30, 2, 0, 0, 2, 0, 30, 5, 3, 0, 8, 5, 30, 8, 0, 0, 8, 1, 30, 1, 3, 0, 4, 1, -15, 3, 1, 679]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0019927024841308594
"[2, 3, 27, 2, 30, 13, 2, 0, 15, 0, 30, 1, 1, 0, 2, 0, 30, 1, 14, 0, 15, 3, 30, 8, 7, 0, 15, 0, 30, 1, 5, 0, 6, 1, -15, 3, 1, 839]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0019943714141845703
"[2, 0, 37, 1, 30, 7, 4, 0, 11, 4, 30, 7, 1, 0, 8, 0, 30, 1, 10, 0, 11, 0, 30, 6, 5, 0, 11, 15, 30, 6, 0, 0, 6, 1, -15, 3, 1, 1139]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0009975433349609375
"[2, 2, 31, 0, 30, 0, 4, 0, 4, 2, 30, 4, 0, 0, 4, 0, 30, 1, 3, 0, 4, 5, 30, 4, 0, 0, 4, 0, 30, 0, 3, 0, 3, 1, -15, 3, 1, 939]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.000997304916381836
"[2, 3, 8, 1, 30, 7, 0, 0, 7, 6, 30, 2, 0, 0, 2, 0, 30, 3, 4, 0, 7, 0, 30, 6, 1, 0, 7, 2, 30, 3, 0, 0, 3, 0, -27, 3, 0, 259]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0
"[2, 4, 11, 5, 30, 9, 3, 0, 12, 0, 30, 4, 0, 0, 4, 0, 30, 1, 11, 0, 12, 1, 30, 12, 0, 0, 12, 0, 30, 4, 0, 0, 4, 1, -15, 3, 1, 359]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0009975433349609375
"[2, 0, 3, 3, 30, 5, 6, 0, 11, 2, 30, 8, 0, 0, 8, 2, 30, 10, 1, 0, 11, 0, 30, 1, 10, 0, 11, 1, 30, 2, 5, 0, 7, 0, -27, 3, 0, 119]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0019943714141845703
"[2, 1, 31, 1, 30, 9, 3, 0, 12, 1, 30, 5, 3, 0, 8, 3, 30, 4, 8, 0, 12, 3, 30, 12, 0, 0, 12, 0, 30, 1, 5, 0, 6, 1, -15, 3, 1, 959]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0009975433349609375
"[2, 0, 38, 0, 30, 6, 4, 0, 10, 6, 30, 4, 2, 0, 6, 0, 30, 1, 9, 0, 10, 0, 30, 0, 10, 0, 10, 13, 30, 6, 0, 0, 6, 1, -15, 3, 1, 1159]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0009975433349609375
"[2, 1, 18, 1, 30, 8, 0, 0, 8, 2, 30, 3, 1, 0, 4, 0, 30, 0, 8, 0, 8, 2, 30, 7, 1, 0, 8, 0, 30, 1, 4, 0, 5, 1, -15, 3, 1, 559]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0009970664978027344
"[2, 3, 10, 0, 30, 6, 3, 0, 9, 3, 30, 2, 2, 0, 4, 0, 30, 2, 7, 0, 9, 2, 30, 4, 5, 0, 9, 2, 30, 1, 4, 0, 5, 1, -15, 3, 1, 319]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0019948482513427734
"[2, 2, 39, 0, 30, 1, 3, 0, 4, 1, 30, 2, 0, 0, 2, 0, 30, 1, 3, 0, 4, 0, 30, 3, 1, 0, 4, 9, 30, 1, 0, 0, 1, 1, -15, 3, 1, 1179]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.000997304916381836
"[2, 0, 5, 0, 30, 0, 5, 0, 5, 3, 30, 0, 4, 0, 4, 0, 30, 0, 5, 0, 5, 0, 30, 1, 4, 0, 5, 0, 30, 0, 2, 0, 2, 0, -27, 3, 0, 159]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.001994609832763672
"[2, 4, 25, 3, 30, 14, 0, 0, 14, 0, 30, 5, 1, 0, 6, 0, 30, 3, 11, 0, 14, 2, 30, 14, 0, 0, 14, 0, 30, 3, 3, 0, 6, 1, -15, 3, 1, 779]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.000997304916381836
"[2, 4, 31, 0, 30, 1, 3, 0, 4, 0, 30, 4, 0, 0, 4, 0, 30, 1, 3, 0, 4, 4, 30, 4, 0, 0, 4, 0, 30, 0, 3, 0, 3, 1, -15, 3, 1, 939]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.000997304916381836
"[2, 0, 27, 3, 30, 5, 0, 0, 5, 5, 30, 0, 0, 0, 0, 0, 30, 1, 4, 0, 5, 1, 30, 3, 2, 0, 5, 0, 30, 1, 3, 0, 4, 1, -15, 3, 1, 819]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0009970664978027344
"[2, 3, 31, 1, 30, 9, 3, 0, 12, 0, 30, 5, 3, 0, 8, 3, 30, 4, 8, 0, 12, 6, 30, 12, 0, 0, 12, 0, 30, 1, 5, 0, 6, 1, -15, 3, 1, 959]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.000997781753540039
"[2, 0, 37, 2, 30, 7, 4, 0, 11, 4, 30, 8, 0, 0, 8, 0, 30, 1, 10, 0, 11, 0, 30, 8, 3, 0, 11, 13, 30, 6, 0, 0, 6, 1, -15, 3, 1, 1139]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0009975433349609375
"[2, 2, 15, 1, 30, 5, 8, 0, 13, 6, 30, 6, 0, 0, 6, 0, 30, 3, 10, 0, 13, 1, 30, 10, 3, 0, 13, 1, 30, 2, 7, 0, 9, 1, -15, 3, 1, 479]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.000997304916381836
"[2, 2, 19, 1, 30, 10, 3, 0, 13, 0, 30, 3, 5, 0, 8, 0, 30, 4, 9, 0, 13, 0, 30, 8, 5, 0, 13, 0, 30, 6, 3, 0, 9, 1, -15, 3, 1, 599]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0009975433349609375
"[2, 2, 39, 0, 30, 1, 3, 0, 4, 2, 30, 2, 0, 0, 2, 0, 30, 1, 3, 0, 4, 0, 30, 2, 2, 0, 4, 12, 30, 1, 0, 0, 1, 1, -15, 3, 1, 1179]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0009970664978027344
"[2, 1, 20, 0, 30, 3, 5, 0, 8, 0, 30, 5, 3, 0, 8, 0, 30, 1, 7, 0, 8, 0, 30, 5, 3, 0, 8, 1, 30, 1, 4, 0, 5, 1, -15, 3, 1, 619]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.000997304916381836
"[2, 4, 9, 1, 30, 3, 1, 0, 4, 0, 30, 2, 0, 0, 2, 1, 30, 3, 1, 0, 4, 0, 30, 4, 0, 0, 4, 2, 30, 1, 0, 0, 1, 0, -27, 3, 0, 279]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.0009975433349609375
"[2, 2, 24, 0, 30, 5, 1, 0, 6, 0, 30, 4, 0, 0, 4, 0, 30, 1, 5, 0, 6, 4, 30, 6, 0, 0, 6, 0, 30, 1, 3, 0, 4, 1, -15, 3, 1, 739]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0009970664978027344
"[2, 4, 9, 1, 30, 3, 1, 0, 4, 0, 30, 2, 0, 0, 2, 3, 30, 1, 3, 0, 4, 5, 30, 4, 0, 0, 4, 0, 30, 0, 1, 0, 1, 0, -27, 3, 0, 279]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.0009996891021728516
"[2, 4, 29, 2, 30, 1, 4, 0, 5, 0, 30, 4, 4, 0, 8, 0, 30, 1, 4, 0, 5, 2, 30, 0, 5, 0, 5, 0, 30, 1, 3, 0, 4, 1, -15, 3, 1, 879]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.001992464065551758
"[2, 2, 29, 1, 30, 7, 7, 0, 14, 7, 30, 8, 4, 0, 12, 0, 30, 2, 12, 0, 14, 0, 30, 10, 4, 0, 14, 0, 30, 4, 5, 0, 9, 1, -15, 3, 1, 899]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.0009970664978027344
"[2, 2, 10, 0, 30, 4, 5, 0, 9, 5, 30, 2, 2, 0, 4, 0, 30, 2, 7, 0, 9, 0, 30, 7, 2, 0, 9, 1, 30, 0, 5, 0, 5, 1, -15, 3, 1, 319]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.000997781753540039
"[2, 1, 15, 0, 30, 2, 2, 0, 4, 0, 30, 6, 0, 0, 6, 0, 30, 2, 2, 0, 4, 3, 30, 3, 1, 0, 4, 0, 30, 1, 3, 0, 4, 1, -15, 3, 1, 459]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.000997304916381836
